album_name,album_type,artist,album_release_date,album_duration,album_genre,album_styles,album_recording_location,album_recording_period,album_moods,album_themes,track_name,composers,genres,styles,moods,themes
Innocent Eyes,studio,Graham Nash,1986,34:10:00,Pop/Rock,Contemporary Singer/Songwriter," Devonshire Studios, LA, CA Longview Farms, Worcester, MA Rudy Records, LA, CA ",,,,I Got a Rock,Graham Nash,,,,
Innocent Eyes,studio,Graham Nash,1986,34:10:00,Pop/Rock,Contemporary Singer/Songwriter," Devonshire Studios, LA, CA Longview Farms, Worcester, MA Rudy Records, LA, CA ",,,,Don't Listen To the Rumours,John Palermo,,,,
Innocent Eyes,studio,Graham Nash,1986,34:10:00,Pop/Rock,Contemporary Singer/Songwriter," Devonshire Studios, LA, CA Longview Farms, Worcester, MA Rudy Records, LA, CA ",,,,See You In Prague,"Davitt Siegerson, Richie Zito",,,,
Innocent Eyes,studio,Graham Nash,1986,34:10:00,Pop/Rock,Contemporary Singer/Songwriter," Devonshire Studios, LA, CA Longview Farms, Worcester, MA Rudy Records, LA, CA ",,,,Innocent Eyes,Philip Paul Bliss,,,,
Innocent Eyes,studio,Graham Nash,1986,34:10:00,Pop/Rock,Contemporary Singer/Songwriter," Devonshire Studios, LA, CA Longview Farms, Worcester, MA Rudy Records, LA, CA ",,,,Over the Wall,Graham Nash,,,,
Innocent Eyes,studio,Graham Nash,1986,34:10:00,Pop/Rock,Contemporary Singer/Songwriter," Devonshire Studios, LA, CA Longview Farms, Worcester, MA Rudy Records, LA, CA ",,,,Sad Eyes,Graham Nash,,,,
Innocent Eyes,studio,Graham Nash,1986,34:10:00,Pop/Rock,Contemporary Singer/Songwriter," Devonshire Studios, LA, CA Longview Farms, Worcester, MA Rudy Records, LA, CA ",,,,Chippin' Away,Tom Fedora,,,,
Innocent Eyes,studio,Graham Nash,1986,34:10:00,Pop/Rock,Contemporary Singer/Songwriter," Devonshire Studios, LA, CA Longview Farms, Worcester, MA Rudy Records, LA, CA ",,,,Glass and Steel,Graham Nash,,,,
Live,live,Graham Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Mama Lion,David Crosby,Pop/Rock,"Album Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock",Organic,
Live,live,Graham Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Déjà Vu,David Crosby,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Album Rock","Laid-Back/Mellow, Organic, Reflective, Searching, Soothing, Sweet, Warm, Wistful, Light, Bright, Yearning","Comfort, Day Driving, Hanging Out, Introspection, Reflection, Relaxation, Reminiscing, Celebration"
Live,live,Graham Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",I Used to Be a King,Graham Nash,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Sentimental,
Live,live,Graham Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Foolish Man,David Crosby,Pop/Rock,"Folk-Rock, Psychedelic/Garage",,
Live,live,Graham Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Simple Man,"M. Black, P. Carpenter, Joe Hicks, J. More, Graham Nash, Bobby Womack",Pop/Rock,"Folk-Rock, Psychedelic/Garage","Laid-Back/Mellow, Yearning",In Love
Live,live,Graham Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Bittersweet,David Crosby,Pop/Rock,"Album Rock, Singer/Songwriter, Soft Rock, Folk-Rock, Psychedelic/Garage",Organic,
Live,live,Graham Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Immigration Man,Graham Nash,Pop/Rock,"Folk-Rock, Psychedelic/Garage",,
Live,live,Graham Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",King of the Mountain,David Crosby,,,,
Live,live,Graham Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Page 43,David Crosby,Pop/Rock,"Folk-Rock, Psychedelic/Garage","Sentimental, Yearning",
Live,live,Graham Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Fieldworker,Graham Nash,Pop/Rock,"Album Rock, Singer/Songwriter, Soft Rock, Folk-Rock, Psychedelic/Garage","Organic, Rebellious",
Live,live,Graham Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Lee Shore,David Crosby,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Yearning,
Now,studio,Graham Nash,19-May-23,38:38:00,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Golden Idols,Graham Nash,,,,
Now,studio,Graham Nash,19-May-23,38:38:00,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Theme From Pastoral,Alan Price,,,,
Now,studio,Graham Nash,19-May-23,38:38:00,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Buddy's Back,Graham Nash,,,,
Now,studio,Graham Nash,19-May-23,38:38:00,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",In a Dream,"Graham Nash, Alan Price",,,,
Now,studio,Graham Nash,19-May-23,38:38:00,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",It Feels Like Home,"Graham Nash, Joe Vitale",,,,
Now,studio,Graham Nash,19-May-23,38:38:00,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Follow Your Heart,Graham Nash,,,,
Now,studio,Graham Nash,19-May-23,38:38:00,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Right Now,Graham Nash,,,,
Now,studio,Graham Nash,19-May-23,38:38:00,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",When It Comes to You,"Todd Caldwell, Graham Nash",,,,
Now,studio,Graham Nash,19-May-23,38:38:00,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Stand Up,Graham Nash,,,,
Now,studio,Graham Nash,19-May-23,38:38:00,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Love of Mine,Graham Nash,,,,
Now,studio,Graham Nash,19-May-23,38:38:00,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",I Watched It All Come Down,Graham Nash,,,,
Now,studio,Graham Nash,19-May-23,38:38:00,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Stars & Stripes,Graham Nash,,,,
Now,studio,Graham Nash,19-May-23,38:38:00,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",A Better Life,"George Merrill, Graham Nash",,,,
Songs for Beginners,studio,Graham Nash,1971,32:13:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Studio C, San Francisco, CA",,"Agreeable, Calm/Peaceful, Dreamy, Sentimental, Yearning, Flowing, Lonely, Nostalgic, Strong","Introspection, Reflection, Relationships, Relaxation",Better Days,Graham Nash,,,,
Songs for Beginners,studio,Graham Nash,1971,32:13:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Studio C, San Francisco, CA",,"Agreeable, Calm/Peaceful, Dreamy, Sentimental, Yearning, Flowing, Lonely, Nostalgic, Strong","Introspection, Reflection, Relationships, Relaxation",We Can Change the World,Graham Nash,,,,
Songs for Beginners,studio,Graham Nash,1971,32:13:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Studio C, San Francisco, CA",,"Agreeable, Calm/Peaceful, Dreamy, Sentimental, Yearning, Flowing, Lonely, Nostalgic, Strong","Introspection, Reflection, Relationships, Relaxation",Chicago,Graham Nash,,Album Rock,,
Songs for Beginners,studio,Graham Nash,1971,32:13:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Studio C, San Francisco, CA",,"Agreeable, Calm/Peaceful, Dreamy, Sentimental, Yearning, Flowing, Lonely, Nostalgic, Strong","Introspection, Reflection, Relationships, Relaxation",Sleep Song,Graham Nash,,,,
Songs for Beginners,studio,Graham Nash,1971,32:13:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Studio C, San Francisco, CA",,"Agreeable, Calm/Peaceful, Dreamy, Sentimental, Yearning, Flowing, Lonely, Nostalgic, Strong","Introspection, Reflection, Relationships, Relaxation",Military Madness,Graham Nash,,,,
Songs for Beginners,studio,Graham Nash,1971,32:13:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Studio C, San Francisco, CA",,"Agreeable, Calm/Peaceful, Dreamy, Sentimental, Yearning, Flowing, Lonely, Nostalgic, Strong","Introspection, Reflection, Relationships, Relaxation",Be Yourself,"Graham Nash, Terry Reid",,,,
Songs for Beginners,studio,Graham Nash,1971,32:13:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Studio C, San Francisco, CA",,"Agreeable, Calm/Peaceful, Dreamy, Sentimental, Yearning, Flowing, Lonely, Nostalgic, Strong","Introspection, Reflection, Relationships, Relaxation",I Used to Be a King,Graham Nash,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Sentimental,
Songs for Beginners,studio,Graham Nash,1971,32:13:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Studio C, San Francisco, CA",,"Agreeable, Calm/Peaceful, Dreamy, Sentimental, Yearning, Flowing, Lonely, Nostalgic, Strong","Introspection, Reflection, Relationships, Relaxation",There's Only One,Graham Nash,,,,
Songs for Beginners,studio,Graham Nash,1971,32:13:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Studio C, San Francisco, CA",,"Agreeable, Calm/Peaceful, Dreamy, Sentimental, Yearning, Flowing, Lonely, Nostalgic, Strong","Introspection, Reflection, Relationships, Relaxation",Man in the Mirror,Graham Nash,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Yearning,
Songs for Beginners,studio,Graham Nash,1971,32:13:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Studio C, San Francisco, CA",,"Agreeable, Calm/Peaceful, Dreamy, Sentimental, Yearning, Flowing, Lonely, Nostalgic, Strong","Introspection, Reflection, Relationships, Relaxation",Wounded Bird,Graham Nash,,,,
Songs for Beginners,studio,Graham Nash,1971,32:13:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Studio C, San Francisco, CA",,"Agreeable, Calm/Peaceful, Dreamy, Sentimental, Yearning, Flowing, Lonely, Nostalgic, Strong","Introspection, Reflection, Relationships, Relaxation",Simple Man,Graham Nash,Pop/Rock,"Folk-Rock, Psychedelic/Garage","Laid-Back/Mellow, Yearning",In Love
Songs for Survivors,studio,Graham Nash,30-Jul-02,44:02:00,Pop/Rock,Contemporary Singer/Songwriter,"O'Henry Studios, Burbank, CA","October 2, 2000 - October 13, 2000",,,Where Loves Lies Tonight,"Graham Nash, Joe Vitale",,,,
Songs for Survivors,studio,Graham Nash,30-Jul-02,44:02:00,Pop/Rock,Contemporary Singer/Songwriter,"O'Henry Studios, Burbank, CA","October 2, 2000 - October 13, 2000",,,Nothing in the World,Graham Nash,,,,
Songs for Survivors,studio,Graham Nash,30-Jul-02,44:02:00,Pop/Rock,Contemporary Singer/Songwriter,"O'Henry Studios, Burbank, CA","October 2, 2000 - October 13, 2000",,,Pavanne,"Linda Thompson, Richard Thompson",,,,
Songs for Survivors,studio,Graham Nash,30-Jul-02,44:02:00,Pop/Rock,Contemporary Singer/Songwriter,"O'Henry Studios, Burbank, CA","October 2, 2000 - October 13, 2000",,,Liar's Nightmare,"Graham Nash, Jean Ritchie",,,,
Songs for Survivors,studio,Graham Nash,30-Jul-02,44:02:00,Pop/Rock,Contemporary Singer/Songwriter,"O'Henry Studios, Burbank, CA","October 2, 2000 - October 13, 2000",,,Come With Me,Graham Nash,,,,
Songs for Survivors,studio,Graham Nash,30-Jul-02,44:02:00,Pop/Rock,Contemporary Singer/Songwriter,"O'Henry Studios, Burbank, CA","October 2, 2000 - October 13, 2000",,,I'll Be There For You,"Doug Ingoldsby, Graham Nash, Joe Vitale",,,,
Songs for Survivors,studio,Graham Nash,30-Jul-02,44:02:00,Pop/Rock,Contemporary Singer/Songwriter,"O'Henry Studios, Burbank, CA","October 2, 2000 - October 13, 2000",,,The Chelsea Hotel,Graham Nash,,,,
Songs for Survivors,studio,Graham Nash,30-Jul-02,44:02:00,Pop/Rock,Contemporary Singer/Songwriter,"O'Henry Studios, Burbank, CA","October 2, 2000 - October 13, 2000",,,Dirty Little Secret,"Russ Kunkel, Graham Nash",,,,
Songs for Survivors,studio,Graham Nash,30-Jul-02,44:02:00,Pop/Rock,Contemporary Singer/Songwriter,"O'Henry Studios, Burbank, CA","October 2, 2000 - October 13, 2000",,,Lost Another One,Graham Nash,,,Sentimental,
