album_name,album_release_date,album_duration,album_genre,album_styles,album_recording_location,album_recording_period,album_moods,album_themes,track_name,composers,genres,styles,moods,themes
Live,"November, 1977",51:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Lee Shore,David Crosby,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Yearning,
Innocent Eyes,1986,34:10,Pop/Rock,Contemporary Singer/Songwriter," Devonshire Studios, LA, CA Longview Farms, Worcester, MA Rudy Records, LA, CA ",,,,Newday,"Craig Doerge, Graham Nash",,,,
Innocent Eyes,1986,34:10,Pop/Rock,Contemporary Singer/Songwriter," Devonshire Studios, LA, CA Longview Farms, Worcester, MA Rudy Records, LA, CA ",,,,Keep Away From Me,Graham Nash,,,,
Innocent Eyes,1986,34:10,Pop/Rock,Contemporary Singer/Songwriter," Devonshire Studios, LA, CA Longview Farms, Worcester, MA Rudy Records, LA, CA ",,,,I Got a Rock,Graham Nash,,,,
Innocent Eyes,1986,34:10,Pop/Rock,Contemporary Singer/Songwriter," Devonshire Studios, LA, CA Longview Farms, Worcester, MA Rudy Records, LA, CA ",,,,Don't Listen To the Rumours,John Palermo,,,,
Innocent Eyes,1986,34:10,Pop/Rock,Contemporary Singer/Songwriter," Devonshire Studios, LA, CA Longview Farms, Worcester, MA Rudy Records, LA, CA ",,,,See You In Prague,"Davitt Siegerson, Richie Zito",,,,
Innocent Eyes,1986,34:10,Pop/Rock,Contemporary Singer/Songwriter," Devonshire Studios, LA, CA Longview Farms, Worcester, MA Rudy Records, LA, CA ",,,,Innocent Eyes,Philip Paul Bliss,,,,
Innocent Eyes,1986,34:10,Pop/Rock,Contemporary Singer/Songwriter," Devonshire Studios, LA, CA Longview Farms, Worcester, MA Rudy Records, LA, CA ",,,,Over the Wall,Graham Nash,,,,
Innocent Eyes,1986,34:10,Pop/Rock,Contemporary Singer/Songwriter," Devonshire Studios, LA, CA Longview Farms, Worcester, MA Rudy Records, LA, CA ",,,,Sad Eyes,Graham Nash,,,,
Innocent Eyes,1986,34:10,Pop/Rock,Contemporary Singer/Songwriter," Devonshire Studios, LA, CA Longview Farms, Worcester, MA Rudy Records, LA, CA ",,,,Chippin' Away,Tom Fedora,,,,
Innocent Eyes,1986,34:10,Pop/Rock,Contemporary Singer/Songwriter," Devonshire Studios, LA, CA Longview Farms, Worcester, MA Rudy Records, LA, CA ",,,,Glass and Steel,Graham Nash,,,,
Earth & Sky,1980,35:14,Pop/Rock,Contemporary Singer/Songwriter,,1979,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Helicopter Song,Graham Nash,,,,
Earth & Sky,1980,35:14,Pop/Rock,Contemporary Singer/Songwriter,,1979,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Earth and Sky,Graham Nash,,,,
Earth & Sky,1980,35:14,Pop/Rock,Contemporary Singer/Songwriter,,1979,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Barrel of Pain,Graham Nash,,,,
Earth & Sky,1980,35:14,Pop/Rock,Contemporary Singer/Songwriter,,1979,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",TV Guide,"Graham Nash, Joe Vitale",,,,
Earth & Sky,1980,35:14,Pop/Rock,Contemporary Singer/Songwriter,,1979,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",In the 80's,Graham Nash,,,,
Earth & Sky,1980,35:14,Pop/Rock,Contemporary Singer/Songwriter,,1979,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Magical Child,Graham Nash,,,,
Earth & Sky,1980,35:14,Pop/Rock,Contemporary Singer/Songwriter,,1979,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Love Has Come,Graham Nash,,,,
Earth & Sky,1980,35:14,Pop/Rock,Contemporary Singer/Songwriter,,1979,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Skychild,Graham Nash,,,,
Earth & Sky,1980,35:14,Pop/Rock,Contemporary Singer/Songwriter,,1979,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",It's All Right,Graham Nash,,,,
Earth & Sky,1980,35:14,Pop/Rock,Contemporary Singer/Songwriter,,1979,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Out of the Island,Graham Nash,,,,
Wild Tales,1973,31:16,Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Rudy Records, San Francisco, CA",,"Yearning, Lonely",,And So It Goes,Graham Nash,Pop/Rock,Contemporary Pop/Rock,"Restrained, Yearning",In Love
Wild Tales,1973,31:16,Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Rudy Records, San Francisco, CA",,"Yearning, Lonely",,You'll Never Be the Same,Graham Nash,Country,,"Romantic, Yearning","In Love, Jealousy"
Wild Tales,1973,31:16,Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Rudy Records, San Francisco, CA",,"Yearning, Lonely",,Grave Concern,Graham Nash,Pop/Rock,Contemporary Pop/Rock,"Lively, Optimistic",
Wild Tales,1973,31:16,Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Rudy Records, San Francisco, CA",,"Yearning, Lonely",,Oh! Camil (The Winter Soldier),Graham Nash,,,,
Wild Tales,1973,31:16,Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Rudy Records, San Francisco, CA",,"Yearning, Lonely",,Wild Tales,Graham Nash,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Rousing,In Love
Wild Tales,1973,31:16,Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Rudy Records, San Francisco, CA",,"Yearning, Lonely",,Hey You (Looking at the Moon),Graham Nash,,,,
Wild Tales,1973,31:16,Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Rudy Records, San Francisco, CA",,"Yearning, Lonely",,I Miss You,Graham Nash,Pop/Rock,Singer/Songwriter,"Dreamy, Sad, Sentimental, Yearning","In Love, Reminiscing"
Wild Tales,1973,31:16,Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Rudy Records, San Francisco, CA",,"Yearning, Lonely",,On the Line,Graham Nash,Pop/Rock,Contemporary Pop/Rock,"Lively, Yearning","Jealousy, Politics/Society"
Wild Tales,1973,31:16,Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Rudy Records, San Francisco, CA",,"Yearning, Lonely",,Prison Song,Graham Nash,Pop/Rock,Singer/Songwriter,"Sad, Yearning",Politics/Society
Wild Tales,1973,31:16,Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Rudy Records, San Francisco, CA",,"Yearning, Lonely",,Another Sleep Song,Graham Nash,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Laid-Back/Mellow,"In Love, Motivation"
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,On The Other Side Of Town,Graham Nash,Pop/Rock,"Adult Contemporary, Singer/Songwriter","Dreamy, Nostalgic, Sentimental",
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Don't Dig Here,"Russ Kunkel, Graham Nash, James Raymond",,,,
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Jesus Of Rio,"Graham Nash, Jeff Pevar","Folk, Pop/Rock","Adult Contemporary, Folk-Pop, Singer/Songwriter","Calm/Peaceful, Dreamy, Relaxed, Sentimental",
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Lay Me Down,James Raymond,Pop/Rock,"Folk-Rock, Psychedelic/Garage","Calm/Peaceful, Dreamy, Nostalgic, Sentimental",
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Puppeteer,James Raymond,,,,
